,name
806,Fluoxetine 10 MG Oral Capsule
807,Fluoxetine 10 MG Oral Tablet
808,Fluoxetine 20 MG Oral Capsule
809,Fluoxetine 20 MG Oral Capsule [Prozac]
810,Fluoxetine 20 MG Oral Tablet
811,Fluoxetine 25 MG / olanzapine 12 MG Oral Capsule
812,Fluoxetine 25 MG / olanzapine 3 MG Oral Capsule
813,Fluoxetine 25 MG / olanzapine 6 MG Oral Capsule
814,Fluoxetine 40 MG Oral Capsule
815,Fluoxetine 50 MG / olanzapine 12 MG Oral Capsule
816,Fluoxetine 50 MG / olanzapine 6 MG Oral Capsule
817,Fluoxetine 60 MG Oral Tablet
818,Fluphenazine Hydrochloride 1 MG Oral Tablet
819,Fluphenazine Hydrochloride 10 MG Oral Tablet
820,Fluphenazine Hydrochloride 2.5 MG Oral Tablet
821,Fluphenazine Hydrochloride 5 MG Oral Tablet
822,Flurazepam Hydrochloride 15 MG Oral Capsule
823,Flurazepam Hydrochloride 30 MG Oral Capsule
824,Flurbiprofen 100 MG Oral Tablet
825,Flurbiprofen 50 MG Oral Tablet
826,Flutamide 125 MG Oral Capsule
827,Fluvoxamine Maleate 100 MG Oral Tablet
828,Fluvoxamine Maleate 25 MG Oral Tablet
829,Fluvoxamine Maleate 50 MG Oral Tablet
830,Folic Acid 1 MG / Polysaccharide iron complex 150 MG / Vitamin B 12 0.025 MG Oral Capsule [Poly Iron 150 Forte]
831,Folic Acid 1 MG / heme iron polypeptide 6 MG / Polysaccharide iron complex 22 MG / Vitamin B 12 0.025 MG Oral Tablet [BiferaRx]
832,Folic Acid 1 MG Oral Tablet
833,Folic Acid 2.5 MG / Vitamin B 12 1 MG / Vitamin B6 25 MG Oral Tablet [Folbee]
834,Folic Acid 2.5 MG / Vitamin B 12 2 MG / Vitamin B6 25 MG Oral Tablet [Foltx]
835,Fosinopril Sodium 10 MG Oral Tablet
836,Fosinopril Sodium 20 MG Oral Tablet
837,Fosinopril Sodium 40 MG Oral Tablet
838,Furosemide 20 MG Oral Tablet
839,Furosemide 20 MG Oral Tablet [Lasix]
840,Furosemide 40 MG Oral Tablet
841,Furosemide 40 MG Oral Tablet [Lasix]
842,Furosemide 80 MG Oral Tablet
843,Galantamine 12 MG Oral Tablet
844,Galantamine 4 MG Oral Tablet
845,Galantamine 8 MG Oral Tablet
846,Gemfibrozil 600 MG Oral Tablet
847,Glipizide 10 MG Oral Tablet
848,Glipizide 2.5 MG / Metformin hydrochloride 250 MG Oral Tablet
849,Glipizide 2.5 MG / Metformin hydrochloride 500 MG Oral Tablet
850,Glipizide 5 MG / Metformin hydrochloride 500 MG Oral Tablet
851,Glipizide 5 MG Oral Tablet
852,Glyburide 1.25 MG / Metformin hydrochloride 250 MG Oral Tablet
853,Glyburide 1.25 MG Oral Tablet
854,Glyburide 1.5 MG Oral Tablet
855,Glyburide 2.5 MG / Metformin hydrochloride 500 MG Oral Tablet
856,Glyburide 2.5 MG Oral Tablet
857,Glyburide 3 MG Oral Tablet
858,Glyburide 5 MG / Metformin hydrochloride 500 MG Oral Tablet
859,Glyburide 5 MG Oral Tablet
860,Glyburide 6 MG Oral Tablet
861,Glycopyrrolate 1 MG Oral Tablet
862,Glycopyrrolate 2 MG Oral Tablet
863,Granisetron 1 MG Oral Tablet
864,Griseofulvin 250 MG Oral Tablet
865,Griseofulvin 250 MG Oral Tablet [Gris-PEG]
866,Griseofulvin 500 MG Oral Tablet
867,Griseofulvin 500 MG Oral Tablet [Grifulvin V]
868,Guaifenesin 200 MG / Phenylephrine Hydrochloride 5 MG Oral Tablet
869,Guaifenesin 400 MG Oral Tablet
870,Guanfacine 1 MG Oral Tablet
871,Guanfacine 2 MG Oral Tablet
872,Haloperidol 0.5 MG Oral Tablet
873,Haloperidol 1 MG Oral Tablet
874,Haloperidol 10 MG Oral Tablet
875,Haloperidol 2 MG Oral Tablet
876,Haloperidol 5 MG Oral Tablet
877,Hydralazine Hydrochloride 10 MG Oral Tablet
878,Hydralazine Hydrochloride 100 MG Oral Tablet
879,Hydralazine Hydrochloride 25 MG Oral Tablet
880,Hydralazine Hydrochloride 37.5 MG / Isosorbide Dinitrate 20 MG Oral Tablet [Bidil]
881,Hydralazine Hydrochloride 50 MG Oral Tablet
882,Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet
883,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet
884,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Zestoretic]
885,Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet
886,Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet
887,Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet [Hyzaar]
888,Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 15 MG Oral Tablet
889,Hydrochlorothiazide 12.5 MG / Moexipril hydrochloride 7.5 MG Oral Tablet
890,Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet [Benicar HCT]
891,Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 40 MG Oral Tablet [Benicar HCT]
892,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet
893,Hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide]
894,Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet
895,Hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Avalide]
896,Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet
897,Hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT]
898,Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet
899,Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Diovan HCT]
900,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet
901,Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Diovan HCT]
902,Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet
903,Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT]
904,Hydrochlorothiazide 12.5 MG Oral Capsule
905,Hydrochlorothiazide 12.5 MG Oral Tablet
906,Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet
907,Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet
908,Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet [Hyzaar]
909,Hydrochlorothiazide 25 MG / Metoprolol Tartrate 100 MG Oral Tablet
910,Hydrochlorothiazide 25 MG / Metoprolol Tartrate 50 MG Oral Tablet
911,Hydrochlorothiazide 25 MG / Moexipril hydrochloride 15 MG Oral Tablet
912,Hydrochlorothiazide 25 MG / Olmesartan medoxomil 40 MG Oral Tablet [Benicar HCT]
913,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet
914,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet
915,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule
916,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule [Dyazide]
917,Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet
918,Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet
919,Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT]
920,Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet
921,Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT]
922,Hydrochlorothiazide 25 MG Oral Tablet
923,Hydrochlorothiazide 50 MG / Spironolactone 50 MG Oral Tablet [Aldactazide]
924,Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet
925,Hydrochlorothiazide 50 MG Oral Tablet
926,Hydrocodone Bitartrate 7.5 MG / Ibuprofen 200 MG Oral Tablet
927,Hydrocortisone 10 MG Oral Tablet
928,Hydrocortisone 20 MG Oral Tablet
929,Hydrocortisone 5 MG Oral Tablet
930,Hydroxychloroquine Sulfate 200 MG Oral Tablet
931,Hydroxyzine Hydrochloride 10 MG Oral Tablet
932,Hydroxyzine Hydrochloride 25 MG Oral Tablet
933,Hydroxyzine Hydrochloride 50 MG Oral Tablet
934,Hydroxyzine Pamoate 100 MG Oral Capsule
935,Hydroxyzine Pamoate 25 MG Oral Capsule
936,Hydroxyzine Pamoate 50 MG Oral Capsule
937,"Hyoscyamine Sulfate 0.12 MG / Methenamine 118 MG / Methylene blue 10 MG / phenyl salicylate 36 MG / Sodium Phosphate, Monobasic 40.8 MG Oral Capsule [Uribel]"
938,Hyoscyamine Sulfate 0.125 MG Oral Tablet
939,Hyoscyamine Sulfate 0.125 MG Sublingual Tablet
940,Hyoscyamine Sulfate 0.125 MG Sublingual Tablet [HyoMax]
941,Ibuprofen 200 MG Oral Tablet
942,Ibuprofen 400 MG Oral Tablet
943,Ibuprofen 600 MG Oral Tablet
944,Ibuprofen 800 MG Oral Tablet
945,Ibuprofen 800 MG Oral Tablet [Ibu]
946,Imipramine Hydrochloride 10 MG Oral Tablet
947,Imipramine Hydrochloride 25 MG Oral Tablet
948,Imipramine Hydrochloride 50 MG Oral Tablet
949,Imipramine pamoate 100 MG Oral Capsule
950,Indapamide 1.25 MG Oral Tablet
951,Indapamide 2.5 MG Oral Tablet
952,Indomethacin 25 MG Oral Capsule
953,Indomethacin 50 MG Oral Capsule
954,Indomethacin 75 MG Extended Release Oral Capsule
955,Isosorbide Dinitrate 10 MG Oral Tablet
956,Isosorbide Dinitrate 2.5 MG Sublingual Tablet
957,Isosorbide Dinitrate 20 MG Oral Tablet
958,Isosorbide Dinitrate 30 MG Oral Tablet
959,Isosorbide Dinitrate 40 MG Extended Release Oral Capsule [Dilatrate]
960,Isosorbide Dinitrate 5 MG Oral Tablet
961,Isosorbide Mononitrate 10 MG Oral Tablet
962,Isosorbide Mononitrate 20 MG Oral Tablet
963,Isotretinoin 10 MG Oral Capsule [Claravis]
964,Isotretinoin 20 MG Oral Capsule [Claravis]
965,Isotretinoin 30 MG Oral Capsule [Claravis]
966,Isotretinoin 30 MG Oral Capsule [Zenatane]
967,Isotretinoin 40 MG Oral Capsule [Claravis]
968,Itraconazole 100 MG Oral Capsule
969,Ivermectin 3 MG Oral Tablet
970,Ivermectin 3 MG Oral Tablet [Stromectol]
971,Ketoconazole 200 MG Oral Tablet
972,Ketoprofen 50 MG Oral Capsule
973,Ketoprofen 75 MG Oral Capsule
974,Ketorolac Tromethamine 10 MG Oral Tablet
975,Labetalol hydrochloride 100 MG Oral Tablet
976,Labetalol hydrochloride 200 MG Oral Tablet
977,Labetalol hydrochloride 300 MG Oral Tablet
978,Lamivudine 100 MG Oral Tablet [Epivir HBV]
979,Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet
980,Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet [Combivir]
981,Lamivudine 150 MG Oral Tablet
982,Lamivudine 150 MG Oral Tablet [Epivir]
983,Lamivudine 300 MG Oral Tablet [Epivir]
984,Leucovorin 25 MG Oral Tablet
985,Leucovorin 5 MG Oral Tablet
986,Levetiracetam 1000 MG Oral Tablet
987,Levetiracetam 250 MG Oral Tablet
988,Levetiracetam 500 MG Oral Tablet
989,Levetiracetam 500 MG Oral Tablet [Keppra]
990,Levetiracetam 750 MG Oral Tablet
991,Levetiracetam 750 MG Oral Tablet [Keppra]
992,Levocarnitine 330 MG Oral Tablet
993,Levofloxacin 250 MG Oral Tablet
994,Levofloxacin 250 MG Oral Tablet [Levaquin]
995,Levofloxacin 500 MG Oral Tablet
996,Levofloxacin 500 MG Oral Tablet [Levaquin]
997,Levofloxacin 750 MG Oral Tablet
998,Levofloxacin 750 MG Oral Tablet [Levaquin]
999,Levonorgestrel 1.5 MG Oral Tablet [Aftera]
1000,Levonorgestrel 1.5 MG Oral Tablet [Plan B One-Step]
1001,Levonorgestrel 1.5 MG Oral Tablet [Take Action]
1002,Levothyroxine Sodium 0.025 MG Oral Capsule [Tirosint]
1003,Levothyroxine Sodium 0.025 MG Oral Tablet
1004,Levothyroxine Sodium 0.025 MG Oral Tablet [Synthroid]
1005,Levothyroxine Sodium 0.05 MG Oral Tablet
1006,Levothyroxine Sodium 0.05 MG Oral Tablet [Synthroid]
1007,Levothyroxine Sodium 0.075 MG Oral Capsule [Tirosint]
1008,Levothyroxine Sodium 0.075 MG Oral Tablet
1009,Levothyroxine Sodium 0.075 MG Oral Tablet [Synthroid]
1010,Levothyroxine Sodium 0.075 MG Oral Tablet [Unithroid]
1011,Levothyroxine Sodium 0.088 MG Oral Capsule [Tirosint]
1012,Levothyroxine Sodium 0.088 MG Oral Tablet
1013,Levothyroxine Sodium 0.088 MG Oral Tablet [Levoxyl]
1014,Levothyroxine Sodium 0.088 MG Oral Tablet [Synthroid]
1015,Levothyroxine Sodium 0.1 MG Oral Tablet
1016,Levothyroxine Sodium 0.1 MG Oral Tablet [Levoxyl]
1017,Levothyroxine Sodium 0.1 MG Oral Tablet [Synthroid]
1018,Levothyroxine Sodium 0.112 MG Oral Tablet
1019,Levothyroxine Sodium 0.112 MG Oral Tablet [Synthroid]
1020,Levothyroxine Sodium 0.125 MG Oral Capsule [Tirosint]
1021,Levothyroxine Sodium 0.125 MG Oral Tablet
1022,Levothyroxine Sodium 0.125 MG Oral Tablet [Synthroid]
1023,Levothyroxine Sodium 0.137 MG Oral Tablet
1024,Levothyroxine Sodium 0.137 MG Oral Tablet [Synthroid]
1025,Levothyroxine Sodium 0.137 MG Oral Tablet [Unithroid]
1026,Levothyroxine Sodium 0.15 MG Oral Tablet
1027,Levothyroxine Sodium 0.15 MG Oral Tablet [Levoxyl]
1028,Levothyroxine Sodium 0.15 MG Oral Tablet [Synthroid]
1029,Levothyroxine Sodium 0.175 MG Oral Tablet
1030,Levothyroxine Sodium 0.175 MG Oral Tablet [Levoxyl]
1031,Levothyroxine Sodium 0.175 MG Oral Tablet [Synthroid]
1032,Levothyroxine Sodium 0.2 MG Oral Tablet
1033,Levothyroxine Sodium 0.2 MG Oral Tablet [Levoxyl]
1034,Levothyroxine Sodium 0.2 MG Oral Tablet [Synthroid]
1035,Levothyroxine Sodium 0.3 MG Oral Tablet
1036,Levothyroxine Sodium 0.3 MG Oral Tablet [Synthroid]
1037,Linagliptin 5 MG Oral Tablet [Tradjenta]
1038,Lisinopril 10 MG Oral Tablet
1039,Lisinopril 10 MG Oral Tablet [Zestril]
1040,Lisinopril 2.5 MG Oral Tablet
1041,Lisinopril 20 MG Oral Tablet
1042,Lisinopril 30 MG Oral Tablet
1043,Lisinopril 40 MG Oral Tablet
1044,Lisinopril 40 MG Oral Tablet [Zestril]
1045,Lisinopril 5 MG Oral Tablet
1046,Lithium Carbonate 150 MG Oral Capsule
1047,Lithium Carbonate 300 MG Extended Release Oral Tablet
1048,Lithium Carbonate 300 MG Oral Capsule
1049,Lithium Carbonate 300 MG Oral Tablet
1050,Lithium Carbonate 450 MG Extended Release Oral Tablet
1051,Lithium Carbonate 600 MG Oral Capsule
1052,Loperamide Hydrochloride 2 MG Oral Capsule
1053,Loperamide Hydrochloride 2 MG Oral Tablet
1054,Loratadine 10 MG Oral Tablet
1055,Lorazepam 0.5 MG Oral Tablet
1056,Lorazepam 1 MG Oral Tablet
1057,Lorazepam 2 MG Oral Tablet
1058,Losartan Potassium 100 MG Oral Tablet
1059,Losartan Potassium 100 MG Oral Tablet [Cozaar]
1060,Losartan Potassium 25 MG Oral Tablet
1061,Losartan Potassium 50 MG Oral Tablet
1062,Losartan Potassium 50 MG Oral Tablet [Cozaar]
1063,Lovastatin 10 MG Oral Tablet
1064,Lovastatin 20 MG Oral Tablet
1065,Lovastatin 40 MG Oral Tablet
1066,Loxapine 10 MG Oral Capsule
1067,Loxapine 5 MG Oral Capsule
1068,Lurasidone Hydrochloride 120 MG Oral Tablet [Latuda]
1069,Lurasidone Hydrochloride 20 MG Oral Tablet [Latuda]
1070,Lurasidone Hydrochloride 40 MG Oral Tablet [Latuda]
1071,Lurasidone Hydrochloride 60 MG Oral Tablet [Latuda]
1072,Lurasidone Hydrochloride 80 MG Oral Tablet [Latuda]
1073,Mebendazole 100 MG Chewable Tablet
1074,Meclizine Hydrochloride 12.5 MG Oral Tablet
1075,Meclizine Hydrochloride 25 MG Chewable Tablet
1076,Meclizine Hydrochloride 25 MG Oral Tablet
1077,Mefenamic Acid 250 MG Oral Capsule
1078,Mefloquine Hydrochloride 250 MG Oral Tablet
1079,Megestrol Acetate 20 MG Oral Tablet
1080,Megestrol Acetate 40 MG Oral Tablet
1081,Memantine hydrochloride 10 MG Oral Tablet
1082,Memantine hydrochloride 10 MG Oral Tablet [Namenda]
1083,Memantine hydrochloride 5 MG Oral Tablet
1084,Memantine hydrochloride 5 MG Oral Tablet [Namenda]
1085,Meperidine Hydrochloride 100 MG Oral Tablet
1086,Meperidine Hydrochloride 50 MG Oral Tablet
1087,Metformin hydrochloride 1000 MG / rosiglitazone 2 MG Oral Tablet [Avandamet]
1088,Metformin hydrochloride 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]
1089,Metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet]
1090,Metformin hydrochloride 1000 MG Oral Tablet
1091,Metformin hydrochloride 1000 MG Oral Tablet [Glucophage]
1092,Metformin hydrochloride 500 MG / pioglitazone 15 MG Oral Tablet
1093,Metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet [Janumet]
1094,Metformin hydrochloride 500 MG Oral Tablet
1095,Metformin hydrochloride 500 MG Oral Tablet [Glucophage]
1096,Metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet
1097,Metformin hydrochloride 850 MG Oral Tablet
1098,Methimazole 10 MG Oral Tablet
1099,Methimazole 5 MG Oral Tablet
1100,Methocarbamol 500 MG Oral Tablet
1101,Methocarbamol 750 MG Oral Tablet
1102,Methotrexate 10 MG Oral Tablet [Trexall]
1103,Methotrexate 15 MG Oral Tablet [Trexall]
1104,Methotrexate 2.5 MG Oral Tablet
1105,Methotrexate 5 MG Oral Tablet [Trexall]
1106,Methotrexate 7.5 MG Oral Tablet [Trexall]
1107,Methoxsalen 10 MG Oral Capsule
1108,Methscopolamine 5 MG Oral Tablet
1109,Methyldopa 250 MG Oral Tablet
1110,Methyldopa 500 MG Oral Tablet
1111,Methylergonovine Maleate 0.2 MG Oral Tablet
1112,Methylergonovine Maleate 0.2 MG Oral Tablet [Methergine]
1113,Methylprednisolone 4 MG Oral Tablet
1114,Methylprednisolone 8 MG Oral Tablet
1115,Metoclopramide 10 MG Oral Tablet
1116,Metoclopramide 5 MG Oral Tablet
1117,Metolazone 2.5 MG Oral Tablet
1118,Metolazone 5 MG Oral Tablet
1119,Metoprolol Tartrate 100 MG Oral Tablet
1120,Metoprolol Tartrate 25 MG Oral Tablet
1121,Metoprolol Tartrate 50 MG Oral Tablet
1122,Metronidazole 250 MG Oral Tablet
1123,Metronidazole 375 MG Oral Capsule
1124,Metronidazole 500 MG Oral Tablet
1125,Mexiletine Hydrochloride 150 MG Oral Capsule
1126,Mexiletine Hydrochloride 200 MG Oral Capsule
1127,Mexiletine Hydrochloride 250 MG Oral Capsule
1128,Microencapsulated Potassium Chloride 10 MEQ Extended Release Oral Tablet
1129,Microencapsulated Potassium Chloride 20 MEQ Extended Release Oral Tablet
1130,Microencapsulated Potassium Chloride 20 MEQ Extended Release Oral Tablet [Klor-Con]
1131,Milnacipran hydrochloride 100 MG Oral Tablet [Savella]
1132,Milnacipran hydrochloride 12.5 MG Oral Tablet [Savella]
1133,Milnacipran hydrochloride 25 MG Oral Tablet [Savella]
1134,Milnacipran hydrochloride 50 MG Oral Tablet [Savella]
1135,Minocycline 100 MG Oral Capsule
1136,Minocycline 100 MG Oral Tablet
1137,Minocycline 50 MG Oral Capsule
1138,Minocycline 75 MG Oral Capsule
1139,Minoxidil 10 MG Oral Tablet
1140,Minoxidil 2.5 MG Oral Tablet
1141,Mirtazapine 15 MG Disintegrating Oral Tablet
1142,Mirtazapine 15 MG Oral Tablet
1143,Mirtazapine 30 MG Disintegrating Oral Tablet
1144,Mirtazapine 30 MG Oral Tablet
1145,Mirtazapine 45 MG Disintegrating Oral Tablet
1146,Mirtazapine 45 MG Oral Tablet
1147,Mirtazapine 7.5 MG Oral Tablet
1148,Misoprostol 0.1 MG Oral Tablet
1149,Misoprostol 0.2 MG Oral Tablet
1150,Moexipril hydrochloride 15 MG Oral Tablet
1151,Moexipril hydrochloride 7.5 MG Oral Tablet
1152,Monobasic potassium phosphate 0.0408 MEQ/ML Oral Solution [K-Phos]
1153,Mycophenolic Acid 360 MG Delayed Release Oral Tablet
1154,Mycophenolic Acid 360 MG Delayed Release Oral Tablet [Myfortic]
1155,"NITROFURANTOIN, MACROCRYSTALS 100 MG Oral Capsule"
1156,"NITROFURANTOIN, MACROCRYSTALS 25 MG / Nitrofurantoin, Monohydrate 75 MG Oral Capsule"
1157,"NITROFURANTOIN, MACROCRYSTALS 25 MG Oral Capsule [Macrodantin]"
1158,"NITROFURANTOIN, MACROCRYSTALS 50 MG Oral Capsule"
1159,Nadolol 20 MG Oral Tablet
1160,Nadolol 40 MG Oral Tablet
1161,Nadolol 80 MG Oral Tablet
1162,Naltrexone hydrochloride 50 MG Oral Tablet
1163,Naltrexone hydrochloride 50 MG Oral Tablet [ReVia]
1164,Naproxen 250 MG Oral Tablet
1165,Naproxen 375 MG Delayed Release Oral Tablet
1166,Naproxen 375 MG Oral Tablet
1167,Naproxen 500 MG Delayed Release Oral Tablet
1168,Naproxen 500 MG Oral Tablet
1169,Naproxen sodium 275 MG Oral Tablet
1170,Naproxen sodium 550 MG Oral Tablet
1171,Nefazodone hydrochloride 100 MG Oral Tablet
1172,Nefazodone hydrochloride 150 MG Oral Tablet
1173,Nefazodone hydrochloride 200 MG Oral Tablet
1174,Nefazodone hydrochloride 250 MG Oral Tablet
1175,Nefazodone hydrochloride 50 MG Oral Tablet
1176,Nelfinavir 250 MG Oral Tablet [Viracept]
1177,Nelfinavir 625 MG Oral Tablet [Viracept]
1178,Neomycin Sulfate 500 MG Oral Tablet
1179,Nevirapine 200 MG Oral Tablet
1180,Nevirapine 200 MG Oral Tablet [Viramune]
1181,Niacin 500 MG Extended Release Oral Tablet
1182,Niacin 500 MG Oral Tablet
1183,Nifedipine 10 MG Oral Capsule
1184,Nifedipine 10 MG Oral Capsule [Procardia]
1185,Nifedipine 20 MG Oral Capsule
1186,Nimodipine 30 MG Oral Capsule
1187,Nitroglycerin 0.3 MG Sublingual Tablet [Nitrostat]
1188,Nitroglycerin 0.4 MG Sublingual Tablet [Nitrostat]
1189,Nitroglycerin 0.6 MG Sublingual Tablet
1190,Nitroglycerin 0.6 MG Sublingual Tablet [Nitrostat]
1191,Nitroglycerin 6.5 MG Extended Release Oral Capsule
1192,Nizatidine 150 MG Oral Capsule
1193,Nortriptyline 10 MG Oral Capsule
1194,Nortriptyline 25 MG Oral Capsule
1195,Nortriptyline 50 MG Oral Capsule
1196,Nortriptyline 75 MG Oral Capsule
1197,Nystatin 500000 UNT Oral Tablet
1198,Ofloxacin 200 MG Oral Tablet
1199,Ofloxacin 300 MG Oral Tablet
1200,Ofloxacin 400 MG Oral Tablet
1201,Olmesartan medoxomil 20 MG Oral Tablet [Benicar]
1202,Olmesartan medoxomil 40 MG Oral Tablet [Benicar]
1203,Olmesartan medoxomil 5 MG Oral Tablet [Benicar]
1204,Omega-3 Acid Ethyl Esters (USP) 1000 MG Oral Capsule
1205,Omega-3 Acid Ethyl Esters (USP) 1000 MG Oral Capsule [Lovaza]
1206,Omeprazole 10 MG Delayed Release Oral Capsule
1207,Omeprazole 20 MG Delayed Release Oral Capsule
1208,Omeprazole 40 MG / Sodium Bicarbonate 1100 MG Oral Capsule
1209,Omeprazole 40 MG / Sodium Bicarbonate 1100 MG Oral Capsule [Zegerid Reformulated Aug 2006]
1210,Omeprazole 40 MG Delayed Release Oral Capsule
1211,Ondansetron 4 MG Disintegrating Oral Tablet
1212,Ondansetron 4 MG Disintegrating Oral Tablet [Zofran]
1213,Ondansetron 4 MG Oral Tablet
1214,Ondansetron 8 MG Disintegrating Oral Tablet
1215,Ondansetron 8 MG Oral Tablet
1216,Oseltamivir 30 MG Oral Capsule [Tamiflu]
1217,Oseltamivir 45 MG Oral Capsule [Tamiflu]
1218,Oseltamivir 75 MG Oral Capsule [Tamiflu]
1219,Ospemifene 60 MG Oral Tablet [Osphena]
1220,Oxandrolone 2.5 MG Oral Tablet
1221,Oxazepam 10 MG Oral Capsule
1222,Oxazepam 15 MG Oral Capsule
1223,Oxybutynin chloride 5 MG Oral Tablet
1224,Oxymorphone Hydrochloride 10 MG Oral Tablet
1225,Oxymorphone Hydrochloride 5 MG Oral Tablet
1226,Paroxetine Hydrochloride 10 MG Oral Tablet
1227,Paroxetine Hydrochloride 20 MG Oral Tablet
1228,Paroxetine Hydrochloride 30 MG Oral Tablet
1229,Paroxetine Hydrochloride 40 MG Oral Tablet
1230,Penicillin V Potassium 250 MG Oral Tablet
1231,Penicillin V Potassium 500 MG Oral Tablet
1232,Pentosan Polysulfate 100 MG Oral Capsule [Elmiron]
1233,Pentoxifylline 400 MG Extended Release Oral Tablet
1234,Perindopril Erbumine 4 MG Oral Tablet
1235,Perindopril Erbumine 8 MG Oral Tablet
1236,Perphenazine 16 MG Oral Tablet
1237,Perphenazine 2 MG Oral Tablet
1238,Perphenazine 4 MG Oral Tablet
1239,Perphenazine 8 MG Oral Tablet
1240,Phenazopyridine hydrochloride 100 MG Oral Tablet
1241,Phenazopyridine hydrochloride 200 MG Oral Tablet
1242,Phenobarbital 100 MG Oral Tablet
1243,Phenobarbital 15 MG Oral Tablet
1244,Phenobarbital 16.2 MG Oral Tablet
1245,Phenobarbital 30 MG Oral Tablet
1246,Phentermine Hydrochloride 15 MG Oral Capsule
1247,Phentermine Hydrochloride 37.5 MG Oral Capsule [Adipex-P]
1248,Phentermine Hydrochloride 37.5 MG Oral Tablet [Adipex-P]
1249,Phenylephrine Hydrochloride 10 MG Oral Tablet
1250,Phenytoin 50 MG Chewable Tablet
1251,Phenytoin sodium 100 MG Extended Release Oral Capsule
1252,Phenytoin sodium 100 MG Extended Release Oral Capsule [Dilantin]
1253,Phenytoin sodium 30 MG Extended Release Oral Capsule [Dilantin]
1254,Pilocarpine Hydrochloride 5 MG Oral Tablet
1255,Pimozide 1 MG Oral Tablet [Orap]
1256,Pimozide 2 MG Oral Tablet [Orap]
1257,Pindolol 10 MG Oral Tablet
1258,Pindolol 5 MG Oral Tablet
1259,Piroxicam 10 MG Oral Capsule
1260,Piroxicam 20 MG Oral Capsule
1261,Potassium Chloride 10 MEQ Extended Release Oral Capsule
1262,Potassium Chloride 10 MEQ Extended Release Oral Tablet
1263,Potassium Chloride 10 MEQ Extended Release Oral Tablet [K-Tab]
1264,Potassium Chloride 10 MEQ Extended Release Oral Tablet [Klor-Con]
1265,Potassium Chloride 8 MEQ Extended Release Oral Capsule
1266,Potassium Chloride 8 MEQ Extended Release Oral Tablet
1267,Potassium Chloride 8 MEQ Extended Release Oral Tablet [Klor-Con]
1268,Pramipexole dihydrochloride 0.125 MG Oral Tablet
1269,Pramipexole dihydrochloride 0.25 MG Oral Tablet
1270,Pramipexole dihydrochloride 0.5 MG Oral Tablet
1271,Pramipexole dihydrochloride 0.75 MG Oral Tablet
1272,Pramipexole dihydrochloride 1 MG Oral Tablet
1273,Pramipexole dihydrochloride 1.5 MG Oral Tablet
1274,Pravastatin Sodium 10 MG Oral Tablet
1275,Pravastatin Sodium 20 MG Oral Tablet
